old_path,new_path,relationship,recommended_action,scientific_importance,validation_status,migration_priority
research/EXPLICIT_CARLEMAN_CIRCUIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/FINAL_REPORT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/LITERATURE_MATRIX.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/PROJECT_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/QLBM_REPOSITORY_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/QUANTUM_STATE_MAPPING.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/REAL_IBM_EVIDENCE.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/RESEARCH_GAP.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/TWO_PHASE_CARLEMAN_DERIVATION.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/TWO_PHASE_IMPLEMENTATION_PLAN.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/TWO_PHASE_MODEL.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
research/TWO_PHASE_UPGRADE_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
results/classical_two_phase/classical_dambreak_evolution.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/classical_two_phase/classical_fields.npz,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/classical_two_phase/configuration.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/classical_two_phase/metrics.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/experiment_manifest.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/hardware/carleman_resource_report.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig10_noise_robustness.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig1_classical_benchmark.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig2_carleman_error_vs_time.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig3_qsvt_residual_vs_degree.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig4_condition_number_vs_dt.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig5_qubits_vs_nodes.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig6_carleman_dim_vs_nodes.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig7_circuit_depth_vs_degree.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig8_shot_noise_scaling.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/phase6/figures/fig9_error_budget_decomposition.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/classical_fields.npz,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/comparison.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/ibm_isa_circuit_report.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/quantum_fields.npz,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/quantum_fields/phi.npy,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/quantum_fields/rho.npy,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/quantum_fields/u.npy,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase/two_phase_dambreak_comparison.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/two_phase_resources.csv,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/baseline_error_curves.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/baseline_multistep.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/canonical_reference_snapshots.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/carleman_multistep.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/carleman_multistep.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/center_of_mass_vs_time.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/collision_operator_validation.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/collision_representability_experiment.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/dam_break_physical_metrics.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/error_decomposition.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/interface_front_vs_time.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/operator_ablation.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/operator_ablation.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
results/validation/shot_noise_convergence.png,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
run_phase10_validation.sh,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
run_phase11_validation.sh,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
run_phase12_validation.sh,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
run_phase13_validation.sh,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
run_phase14_validation.sh,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
